date,cases_new,cases_0_4,cases_5_11,cases_12_17,cases_18_29,cases_30_39,cases_40_49,cases_50_59,cases_60_69,cases_70_79,cases_80,deaths_new,icu_covid
2022-08-09,3083,142,143,198,739,773,445,281,169,110,83,12.0,62.0
2022-08-10,4896,156,260,313,1232,1273,767,423,226,132,111,12.0,68.0
2022-08-11,4831,174,242,282,1176,1217,752,469,257,167,95,10.0,60.0
2022-08-12,3943,144,204,278,1011,932,589,358,224,127,74,4.0,66.0
2022-08-13,4334,115,195,266,1105,1130,714,372,236,109,91,10.0,68.0
2022-08-14,3045,112,145,164,752,788,442,272,196,102,72,5.0,72.0
2022-08-15,2437,110,128,148,571,600,367,208,148,89,66,8.0,81.0
2022-08-16,3429,155,176,218,819,883,526,281,192,96,82,9.0,84.0
2022-08-17,3516,130,184,234,848,882,549,289,193,122,84,15.0,92.0
2022-08-18,4071,132,202,245,1011,1084,655,330,228,106,77,7.0,81.0
2022-08-19,3490,146,216,216,906,843,531,261,185,104,79,6.0,75.0
2022-08-20,2798,102,123,142,697,708,433,253,144,118,74,6.0,65.0
2022-08-21,2464,101,101,139,647,606,358,222,155,78,55,9.0,69.0
2022-08-22,2078,98,100,102,490,503,305,164,142,97,77,10.0,69.0
2022-08-23,2722,108,130,156,678,671,399,228,158,114,80,11.0,68.0
2022-08-24,2636,113,147,148,631,621,403,244,176,80,70,11.0,67.0
2022-08-25,3206,116,130,176,847,869,494,273,161,81,57,8.0,69.0
2022-08-26,3118,109,139,170,896,751,448,275,159,95,75,6.0,75.0
2022-08-27,2491,80,104,131,649,637,391,196,138,87,77,5.0,72.0
2022-08-28,2191,89,94,101,558,545,313,221,121,93,56,2.0,73.0
2022-08-29,1946,82,79,92,455,486,281,183,132,85,70,8.0,75.0
2022-08-30,2144,75,105,105,527,503,357,209,128,81,51,4.0,72.0
2022-08-31,2340,85,100,110,634,608,356,192,109,87,59,6.0,69.0
2022-09-01,2356,86,97,104,608,628,371,193,120,93,56,9.0,74.0
2022-09-02,2328,86,76,112,613,563,367,200,157,95,58,9.0,79.0
2022-09-03,2244,59,77,108,613,560,365,204,130,79,45,9.0,75.0
2022-09-04,1904,71,71,72,490,469,297,168,124,78,62,2.0,73.0
2022-09-05,1486,61,47,40,389,375,204,137,109,65,57,4.0,79.0
2022-09-06,2067,62,66,59,585,487,308,188,138,107,62,6.0,69.0
2022-09-07,2428,76,70,64,704,656,355,225,142,73,62,7.0,67.0
2022-09-08,2226,83,61,48,660,598,323,187,134,76,53,8.0,64.0
2022-09-09,1990,70,63,48,557,510,314,176,126,68,56,4.0,67.0
2022-09-10,1971,74,66,60,544,514,269,191,128,73,51,3.0,69.0
2022-09-11,1483,65,49,39,389,388,196,135,101,73,45,3.0,68.0
2022-09-12,1847,71,73,64,505,473,271,149,107,70,62,5.0,67.0
2022-09-13,1942,62,81,81,517,492,302,149,131,71,56,6.0,62.0
2022-09-14,2431,82,89,100,580,618,373,256,175,101,56,5.0,62.0
2022-09-15,2375,72,89,103,624,629,348,215,147,83,65,3.0,53.0
2022-09-16,1977,67,76,96,528,495,256,190,125,71,72,6.0,60.0
2022-09-17,1572,56,58,48,424,413,222,146,104,51,49,3.0,60.0
2022-09-18,1639,67,64,73,445,420,244,125,96,56,45,4.0,60.0
2022-09-19,1307,54,57,44,309,331,173,141,111,42,41,5.0,55.0
2022-09-20,1667,69,69,77,416,387,245,140,99,91,71,7.0,59.0
2022-09-21,2111,67,91,97,568,541,299,200,115,66,64,6.0,57.0
2022-09-22,2245,80,84,119,590,566,336,205,123,73,65,12.0,55.0
2022-09-23,2070,58,77,92,524,529,293,193,159,81,63,3.0,54.0
2022-09-24,1924,47,82,81,546,461,264,188,121,94,39,3.0,51.0
2022-09-25,1608,49,49,95,400,401,265,155,94,55,44,2.0,51.0
2022-09-26,1186,49,54,57,308,288,138,120,64,56,52,7.0,52.0
2022-09-27,1552,67,76,78,384,381,209,145,98,64,48,6.0,46.0
2022-09-28,2445,70,100,127,667,639,397,201,127,63,54,2.0,41.0
2022-09-29,1867,64,79,104,479,466,253,155,109,100,58,4.0,43.0
2022-09-30,2007,56,63,97,535,487,310,189,143,68,59,5.0,42.0
2022-10-01,1626,59,73,103,411,384,223,144,113,64,51,0.0,42.0
2022-10-02,1360,39,40,53,382,393,180,98,97,48,30,1.0,45.0
2022-10-03,1244,33,50,52,309,284,235,120,70,49,42,5.0,46.0
2022-10-04,1483,57,56,66,384,347,222,170,83,53,45,5.0,42.0
2022-10-05,1722,49,61,78,454,472,266,156,86,52,48,2.0,48.0
2022-10-06,1794,43,63,84,468,473,280,159,92,82,50,4.0,36.0
2022-10-07,1788,51,53,75,479,480,262,161,117,65,45,3.0,38.0
2022-10-08,1627,50,62,62,416,423,244,131,91,79,69,4.0,43.0
2022-10-09,1453,49,41,72,387,404,219,115,88,42,36,2.0,37.0
2022-10-10,1241,36,45,41,340,331,193,114,67,45,29,3.0,38.0
2022-10-11,1291,35,35,57,363,313,205,106,85,55,37,3.0,46.0
2022-10-12,1628,46,41,74,424,464,230,142,93,64,50,1.0,41.0
2022-10-13,2090,63,62,91,596,581,291,180,100,71,55,3.0,33.0
2022-10-14,2231,46,63,104,626,630,339,182,125,72,44,5.0,34.0
2022-10-15,2023,51,65,90,588,546,281,160,121,71,50,0.0,34.0
2022-10-16,1712,50,47,59,456,460,259,160,106,69,46,2.0,36.0
2022-10-17,1210,47,36,41,358,277,175,94,80,53,49,6.0,43.0
2022-10-18,1873,51,48,62,557,494,282,170,99,59,51,3.0,43.0
2022-10-19,2295,56,73,108,742,540,334,207,110,75,50,3.0,44.0
2022-10-20,2561,54,74,112,826,639,355,242,124,82,53,8.0,51.0
2022-10-21,2256,73,79,91,594,608,314,203,138,97,59,3.0,47.0
2022-10-22,2618,59,76,90,820,711,388,203,136,64,71,4.0,47.0
2022-10-23,2054,38,38,58,616,518,305,192,132,84,73,0.0,43.0
2022-10-24,1737,30,40,46,528,460,231,156,110,82,54,3.0,52.0
2022-10-25,1743,53,49,51,553,413,248,178,103,57,38,5.0,44.0
2022-10-26,2136,48,46,67,594,590,341,197,114,87,52,6.0,48.0
2022-10-27,2762,63,64,66,885,762,406,228,139,88,61,4.0,47.0
2022-10-28,3296,83,64,110,942,923,490,300,197,107,80,1.0,58.0
2022-10-29,3189,63,81,122,904,871,536,269,167,100,76,1.0,60.0
2022-10-30,3129,60,50,120,929,879,509,279,146,84,73,2.0,66.0
2022-10-31,2913,88,86,111,895,708,455,251,152,92,75,9.0,56.0
2022-11-01,2913,65,86,116,815,816,425,235,169,110,76,3.0,60.0
2022-11-02,3969,78,114,145,1138,1161,630,309,182,113,99,2.0,63.0
2022-11-03,4711,91,95,217,1441,1306,706,395,259,125,76,11.0,67.0
2022-11-04,4360,95,87,264,1316,1203,611,369,223,98,94,1.0,73.0
2022-11-05,4621,90,135,312,1369,1264,661,355,238,126,71,1.0,70.0
2022-11-06,3913,79,116,206,1107,1032,635,310,196,125,107,5.0,67.0
2022-11-07,2521,70,75,114,775,683,318,194,135,96,61,8.0,73.0
2022-11-08,3781,74,100,311,1132,965,558,279,159,115,88,9.0,75.0
2022-11-09,3267,74,79,284,901,785,482,309,165,100,88,10.0,91.0
2022-11-10,3436,74,72,272,856,920,567,305,184,101,85,8.0,92.0
2022-11-11,3245,66,95,289,875,742,548,247,162,110,111,4.0,87.0
2022-11-12,2882,65,74,258,803,618,456,264,152,91,101,9.0,84.0
2022-11-13,2234,61,67,117,586,521,375,205,109,99,94,2.0,91.0
2022-11-14,1749,49,42,91,478,445,263,150,93,76,62,6.0,89.0
2022-11-15,2852,63,73,184,705,788,472,230,143,100,94,12.0,97.0
2022-11-16,3304,65,72,266,816,821,531,325,192,118,98,8.0,90.0
2022-11-17,3457,54,91,193,913,911,614,303,165,99,114,9.0,89.0
2022-11-18,3037,86,83,146,867,809,452,251,138,114,91,5.0,106.0
2022-11-19,2450,47,43,82,678,670,418,221,147,69,75,5.0,91.0
2022-11-20,1633,61,35,35,415,424,248,142,104,79,90,2.0,94.0
2022-11-21,2121,71,44,77,626,567,319,168,119,74,56,14.0,92.0
2022-11-22,2516,68,60,97,613,658,393,252,152,118,105,11.0,93.0
2022-11-23,3537,75,92,146,898,1013,573,316,184,118,122,8.0,101.0
2022-11-24,2877,71,100,133,740,750,422,249,168,124,120,8.0,97.0
2022-11-25,3024,81,105,108,763,806,477,284,161,114,125,8.0,92.0
2022-11-26,2898,84,91,101,727,700,454,261,199,152,129,4.0,97.0
2022-11-27,2022,71,44,89,528,518,304,177,116,88,87,4.0,101.0
2022-11-28,2465,67,37,72,663,708,409,220,118,92,79,5.0,92.0
2022-11-29,1672,41,50,48,423,432,278,170,103,59,68,10.0,94.0
2022-11-30,1737,39,48,69,436,435,253,145,141,85,86,17.0,94.0
2022-12-01,2375,82,66,176,607,579,336,189,138,116,86,11.0,91.0
2022-12-02,2421,55,49,116,659,659,341,208,136,108,90,9.0,97.0
2022-12-03,1866,54,58,80,480,485,288,164,94,84,79,6.0,102.0
2022-12-04,1502,46,29,51,407,402,250,119,89,50,59,3.0,104.0
2022-12-05,1576,44,42,69,423,382,223,131,108,78,76,3.0,98.0
2022-12-06,1649,48,54,67,337,430,245,188,115,83,82,16.0,101.0
2022-12-07,1682,36,54,87,440,416,259,150,84,82,74,6.0,91.0
2022-12-08,1616,49,41,86,413,394,236,141,83,91,82,4.0,81.0
2022-12-09,1597,51,31,88,409,389,263,134,105,62,65,6.0,86.0
2022-12-10,1315,34,43,45,335,351,190,123,68,58,68,5.0,73.0
2022-12-11,867,25,26,28,226,200,98,90,69,50,55,10.0,78.0
2022-12-12,809,21,22,22,198,205,102,70,70,51,48,6.0,72.0
2022-12-13,1040,27,29,31,247,285,153,97,65,57,49,9.0,69.0
2022-12-14,1241,43,21,21,321,333,191,110,71,57,73,6.0,67.0
2022-12-15,1161,26,21,15,314,304,178,110,89,52,52,3.0,58.0
2022-12-16,1138,29,18,27,314,289,149,119,83,52,58,8.0,56.0
2022-12-17,993,30,27,13,237,280,163,90,64,52,37,5.0,53.0
2022-12-18,847,28,20,23,249,199,114,62,61,48,43,6.0,49.0
2022-12-19,721,18,13,15,177,180,104,55,61,47,51,2.0,44.0
2022-12-20,816,22,12,23,235,240,128,47,53,25,31,6.0,41.0
2022-12-21,984,22,23,19,282,277,151,69,62,44,35,7.0,37.0
2022-12-22,858,24,18,16,246,248,116,64,47,38,41,3.0,46.0
2022-12-23,902,24,21,12,250,262,136,74,48,37,38,6.0,44.0
2022-12-24,766,17,9,6,196,210,130,66,48,48,36,1.0,42.0
2022-12-25,609,16,13,11,161,163,79,53,46,31,36,0.0,43.0
2022-12-26,480,12,6,11,112,130,64,39,37,42,27,4.0,45.0
2022-12-27,423,17,11,5,89,97,63,37,33,36,35,6.0,43.0
2022-12-28,480,19,9,9,113,112,62,44,40,32,40,4.0,41.0
2022-12-29,679,25,13,4,177,171,114,62,44,30,39,6.0,34.0
2022-12-30,583,17,9,12,131,153,85,73,41,28,34,1.0,32.0
2022-12-31,513,17,10,16,111,127,78,48,45,27,34,1.0,33.0
2023-01-01,420,16,6,12,101,101,65,38,31,23,27,4.0,30.0
2023-01-02,360,13,11,6,70,88,63,36,23,24,26,1.0,30.0
2023-01-03,333,15,11,15,75,75,49,27,23,17,26,1.0,32.0
2023-01-04,433,19,14,18,105,105,69,42,18,27,16,0.0,31.0
2023-01-05,571,13,18,16,121,140,91,55,39,37,41,7.0,38.0
2023-01-06,543,18,16,16,125,147,85,51,29,27,29,4.0,33.0
2023-01-07,571,18,19,19,139,171,82,49,29,16,29,4.0,34.0
2023-01-08,405,16,13,16,103,80,59,49,31,24,14,1.0,32.0
2023-01-09,383,13,15,17,91,108,47,28,22,29,13,8.0,28.0
2023-01-10,380,15,10,10,107,90,52,33,20,24,19,9.0,26.0
2023-01-11,367,18,25,14,63,81,60,32,27,24,23,9.0,24.0
2023-01-12,383,12,18,13,98,99,46,31,28,21,17,4.0,20.0
2023-01-13,320,8,12,21,76,74,46,27,22,16,18,3.0,17.0
2023-01-14,287,15,9,12,77,59,43,28,16,13,15,0.0,20.0
2023-01-15,244,10,12,7,55,57,38,24,20,12,9,0.0,20.0
2023-01-16,227,2,9,6,48,67,29,24,19,10,13,6.0,21.0
2023-01-17,350,11,10,21,75,80,58,35,23,18,19,5.0,16.0
2023-01-18,371,9,15,18,88,102,58,21,20,24,16,4.0,16.0
2023-01-19,318,14,14,14,72,86,48,29,14,15,12,0.0,19.0
2023-01-20,285,13,13,12,64,72,37,25,21,15,13,7.0,16.0
2023-01-21,293,7,11,10,47,80,45,28,20,16,29,2.0,12.0
2023-01-22,309,7,8,7,89,84,40,26,12,17,19,0.0,13.0
2023-01-23,142,4,4,5,29,37,26,11,11,9,6,0.0,16.0
2023-01-24,101,2,5,3,23,34,10,9,6,5,4,0.0,12.0
2023-01-25,132,3,5,2,28,29,21,11,14,10,9,1.0,11.0
2023-01-26,172,3,11,7,40,40,23,13,14,9,12,3.0,13.0
2023-01-27,236,10,10,11,44,57,34,26,20,8,16,2.0,14.0
2023-01-28,258,9,3,10,71,76,42,17,11,10,9,2.0,17.0
2023-01-29,269,12,7,6,68,69,36,20,20,12,19,0.0,21.0
2023-01-30,202,8,15,2,47,51,38,17,12,4,8,2.0,23.0
2023-01-31,251,6,7,13,52,67,48,19,13,17,9,0.0,15.0
2023-02-01,325,7,10,29,83,67,51,38,22,9,9,0.0,14.0
2023-02-02,324,7,11,9,96,74,60,26,13,11,17,0.0,12.0
2023-02-03,340,6,14,12,90,78,55,33,30,11,11,0.0,8.0
2023-02-04,202,7,8,9,51,54,23,8,18,8,16,1.0,6.0
2023-02-05,211,12,6,7,50,58,23,13,20,11,11,0.0,10.0
2023-02-06,175,10,10,2,35,51,20,19,15,6,7,1.0,6.0
2023-02-07,184,7,5,8,34,43,30,18,13,11,15,2.0,4.0
2023-02-08,189,13,3,3,45,36,33,19,20,8,9,0.0,7.0
2023-02-09,269,8,13,5,70,62,43,19,19,17,13,0.0,8.0
2023-02-10,255,6,7,8,66,92,37,12,11,11,5,4.0,12.0
2023-02-11,259,5,16,8,66,64,35,23,17,6,19,1.0,11.0
2023-02-12,160,6,11,4,47,39,19,12,6,8,8,0.0,9.0
2023-02-13,164,5,4,4,43,38,25,13,10,12,10,1.0,11.0
2023-02-14,200,8,6,6,59,54,24,12,16,5,10,1.0,11.0
2023-02-15,237,5,11,5,63,51,38,29,16,13,6,1.0,8.0
2023-02-16,281,6,11,8,76,73,42,34,12,7,12,0.0,8.0
2023-02-17,241,11,5,7,62,64,39,23,14,6,10,0.0,9.0
2023-02-18,212,1,4,4,53,62,34,23,14,8,9,1.0,6.0
2023-02-19,186,4,5,1,39,64,37,11,10,6,9,1.0,7.0
2023-02-20,167,7,4,2,41,45,24,19,15,6,4,1.0,9.0
2023-02-21,184,4,3,6,43,52,31,18,12,8,7,0.0,8.0
2023-02-22,229,3,3,6,48,67,45,17,15,12,13,0.0,8.0
2023-02-23,224,6,6,5,53,65,38,21,16,8,6,0.0,9.0
2023-02-24,204,3,2,3,50,64,38,16,10,11,7,0.0,9.0
2023-02-25,173,4,2,0,46,58,19,20,12,5,7,0.0,12.0
2023-02-26,207,3,8,3,48,71,28,11,12,10,13,0.0,10.0
2023-02-27,190,6,3,4,38,47,22,15,13,17,25,0.0,6.0
2023-02-28,206,10,2,3,52,59,30,16,13,9,12,1.0,7.0
2023-03-01,217,4,8,5,62,59,34,18,6,14,7,2.0,7.0
2023-03-02,244,2,4,5,58,71,33,31,17,7,16,5.0,7.0
2023-03-03,204,6,6,4,61,52,24,20,13,9,9,0.0,6.0
2023-03-04,170,3,4,2,42,52,17,18,9,11,12,0.0,4.0
2023-03-05,164,6,5,1,38,50,27,13,8,11,5,1.0,2.0
2023-03-06,188,9,6,8,46,57,20,16,10,12,4,0.0,2.0
2023-03-07,226,7,5,7,49,69,35,23,19,8,4,0.0,4.0
2023-03-08,235,5,5,4,53,81,32,23,15,10,7,1.0,7.0
2023-03-09,279,6,4,3,63,85,49,27,19,12,11,0.0,5.0
2023-03-10,251,4,5,7,76,62,38,29,8,8,14,0.0,6.0
2023-03-11,223,4,6,3,51,67,38,22,11,10,11,0.0,5.0
2023-03-12,227,7,5,4,67,52,42,18,13,9,10,1.0,11.0
2023-03-13,217,7,8,5,61,54,29,18,14,9,12,0.0,10.0
2023-03-14,269,6,7,5,80,69,31,21,17,18,15,2.0,6.0
2023-03-15,273,4,8,6,73,80,51,19,14,7,11,1.0,5.0
2023-03-16,311,6,4,7,69,92,63,31,14,12,13,1.0,3.0
2023-03-17,281,5,2,7,80,74,46,31,13,9,14,0.0,5.0
2023-03-18,270,8,2,4,83,81,38,26,17,8,3,0.0,8.0
2023-03-19,257,5,6,5,78,62,29,24,22,16,10,0.0,10.0
2023-03-20,197,9,11,5,42,50,36,16,9,9,10,2.0,11.0
2023-03-21,320,7,5,7,76,102,45,23,20,20,15,0.0,11.0
2023-03-22,367,10,16,8,90,113,47,36,19,10,18,1.0,12.0
2023-03-23,346,10,8,11,101,91,45,37,16,11,16,0.0,13.0
2023-03-24,386,9,10,12,102,104,66,31,20,17,15,3.0,11.0
2023-03-25,355,11,17,19,94,90,51,38,15,9,11,1.0,11.0
2023-03-26,327,9,12,13,82,93,60,27,16,3,12,0.0,9.0
2023-03-27,226,8,5,15,61,52,29,16,15,8,17,2.0,9.0
2023-03-28,357,10,18,12,72,108,69,21,17,8,22,1.0,8.0
2023-03-29,461,12,24,34,138,98,57,28,27,18,25,1.0,8.0
2023-03-30,493,10,12,100,123,89,69,32,21,17,20,0.0,9.0
2023-03-31,606,7,17,142,105,149,83,31,27,22,23,0.0,10.0
2023-04-01,599,9,16,150,114,120,81,36,30,18,25,1.0,13.0
2023-04-02,430,8,9,42,126,100,51,36,19,13,26,0.0,12.0
2023-04-03,458,10,20,59,121,92,54,38,24,20,20,2.0,13.0
2023-04-04,611,6,24,173,102,138,86,32,24,12,14,3.0,12.0
2023-04-05,747,10,23,159,168,174,101,44,26,16,26,1.0,9.0
2023-04-06,805,16,33,133,189,193,108,47,29,24,33,5.0,10.0
2023-04-07,797,15,27,123,198,175,113,58,41,21,26,1.0,7.0
2023-04-08,726,21,29,121,159,158,104,57,25,21,31,0.0,10.0
2023-04-09,517,11,13,43,137,134,70,35,22,14,38,0.0,13.0
2023-04-10,539,10,19,37,119,142,87,51,24,21,29,1.0,9.0
2023-04-11,598,11,19,64,129,148,99,46,32,21,29,1.0,9.0
2023-04-12,900,17,19,143,207,199,143,78,39,26,29,0.0,15.0
2023-04-13,875,15,15,86,212,215,132,73,49,34,44,0.0,15.0
2023-04-14,839,18,36,61,222,199,127,73,45,29,29,1.0,13.0
2023-04-15,881,17,17,116,212,242,123,67,30,20,37,1.0,14.0
2023-04-16,739,12,23,92,163,177,112,57,38,29,36,0.0,19.0
2023-04-17,490,5,10,19,177,120,69,32,19,13,26,3.0,22.0
2023-04-18,790,20,26,63,159,211,110,62,58,43,38,4.0,20.0
2023-04-19,784,18,28,33,190,195,129,60,50,42,39,2.0,14.0
2023-04-20,750,18,20,32,189,218,114,56,33,32,38,0.0,14.0
2023-04-21,702,14,21,25,190,198,91,63,40,31,29,1.0,13.0
2023-04-22,562,17,10,14,114,142,113,48,33,33,38,1.0,16.0
2023-04-23,449,12,4,6,139,121,55,38,32,27,15,0.0,13.0
2023-04-24,387,10,11,8,107,99,53,32,21,21,25,0.0,29.0
2023-04-25,561,23,9,13,141,149,52,51,45,38,40,3.0,25.0
2023-04-26,617,19,11,11,158,149,94,54,42,35,44,3.0,27.0
2023-04-27,832,18,15,13,208,202,143,78,56,49,50,4.0,26.0
2023-04-28,1067,26,12,20,279,280,166,84,66,59,75,2.0,31.0
2023-04-29,1050,23,20,22,241,286,173,101,59,54,71,0.0,29.0
2023-04-30,968,21,25,23,262,274,121,72,53,50,67,1.0,64.0
2023-05-01,793,22,14,16,216,186,117,68,44,61,49,2.0,41.0
2023-05-02,793,15,19,26,194,203,114,61,50,53,58,4.0,41.0
2023-05-03,1353,37,47,43,320,362,210,116,69,64,85,5.0,44.0
2023-05-04,1409,41,41,67,357,370,210,111,77,65,70,1.0,43.0
2023-05-05,1170,19,40,52,269,320,181,94,58,59,78,3.0,44.0
2023-05-06,1110,26,44,41,259,287,174,97,79,43,60,2.0,41.0
2023-05-07,977,16,32,38,231,275,142,87,55,50,51,0.0,41.0
2023-05-08,1046,23,36,31,234,274,169,105,61,58,55,2.0,41.0
2023-05-09,1261,38,45,73,241,260,261,113,73,51,106,4.0,41.0
2023-05-10,1433,24,56,86,347,372,234,107,73,74,60,4.0,41.0
2023-05-11,1329,32,53,77,281,372,217,108,72,47,70,5.0,37.0
2023-05-12,1322,20,39,182,278,358,147,123,67,54,54,2.0,37.0
2023-05-13,1205,25,37,82,314,324,163,89,59,33,79,5.0,36.0
2023-05-14,740,12,17,70,202,143,93,69,43,41,50,1.0,41.0
2023-05-15,740,17,17,63,134,202,112,73,45,29,48,4.0,38.0
2023-05-16,1064,15,33,59,225,292,174,87,66,37,76,8.0,41.0
2023-05-17,1019,22,45,57,224,292,178,83,35,42,41,3.0,42.0
2023-05-18,1119,25,36,67,236,299,164,115,70,46,61,2.0,45.0
2023-05-19,971,15,40,60,231,241,162,76,64,41,41,3.0,39.0
2023-05-20,786,18,20,27,192,205,130,63,43,41,47,3.0,34.0
2023-05-21,749,14,35,34,161,200,109,66,42,38,50,5.0,33.0
2023-05-22,653,16,20,90,114,167,76,55,40,33,42,1.0,33.0
2023-05-23,947,18,35,37,209,255,165,77,59,44,48,2.0,28.0
2023-05-24,1001,24,44,69,189,278,173,89,46,35,54,2.0,22.0
2023-05-25,843,17,33,50,203,221,132,78,43,26,40,2.0,24.0
2023-05-26,826,19,33,51,174,238,140,54,32,37,48,4.0,26.0
2023-05-27,782,23,33,35,173,215,111,64,51,27,50,1.0,30.0
2023-05-28,582,7,11,17,169,141,90,52,32,28,35,0.0,35.0
2023-05-29,513,9,16,19,120,134,75,48,30,33,29,4.0,30.0
2023-05-30,779,15,24,30,174,180,136,70,55,39,56,4.0,23.0
2023-05-31,745,14,17,18,150,246,126,59,48,32,35,3.0,26.0
2023-06-01,666,12,16,11,184,190,112,41,38,25,37,2.0,22.0
2023-06-02,669,13,25,21,164,186,104,57,40,28,31,2.0,26.0
2023-06-03,569,13,19,11,134,134,84,52,43,35,44,0.0,22.0
2023-06-04,460,9,8,12,122,141,63,27,31,20,27,3.0,21.0
2023-06-05,344,4,4,8,95,77,63,29,16,21,27,0.0,21.0
2023-06-06,427,14,10,15,89,113,60,33,26,28,39,1.0,21.0
2023-06-07,660,15,18,22,158,177,114,54,43,32,27,2.0,18.0
2023-06-08,681,13,16,33,169,190,117,43,28,24,48,1.0,21.0
2023-06-09,624,8,22,24,152,171,117,46,32,20,32,2.0,17.0
2023-06-10,618,8,30,27,133,169,77,67,37,30,40,1.0,13.0
2023-06-11,512,13,13,14,130,140,84,49,25,17,27,3.0,13.0
2023-06-12,352,7,11,16,75,77,46,38,31,23,28,2.0,19.0
2023-06-13,573,21,12,20,117,143,95,64,33,26,42,0.0,19.0
2023-06-14,536,17,16,21,129,139,90,43,27,19,35,1.0,16.0
2023-06-15,466,8,18,18,100,129,72,44,21,21,35,1.0,14.0
2023-06-16,594,12,20,22,153,160,99,52,30,21,25,3.0,17.0
2023-06-17,400,6,9,15,120,90,58,38,19,20,25,0.0,15.0
2023-06-18,366,4,15,19,68,91,69,28,25,18,29,0.0,15.0
2023-06-19,284,7,9,14,67,61,47,20,20,14,25,2.0,18.0
2023-06-20,416,6,16,19,99,106,58,36,24,17,35,3.0,18.0
2023-06-21,449,11,26,34,109,101,61,40,30,12,25,2.0,15.0
2023-06-22,417,13,20,22,93,122,60,27,19,12,29,0.0,15.0
2023-06-23,425,4,8,17,126,99,59,39,25,25,23,3.0,14.0
2023-06-24,341,5,10,19,86,85,58,24,11,16,27,1.0,16.0
2023-06-25,278,13,12,9,58,79,40,22,22,6,17,0.0,19.0
2023-06-26,160,8,11,10,24,38,21,16,4,16,12,0.0,18.0
2023-06-27,282,10,9,7,54,87,44,23,18,13,17,0.0,15.0
2023-06-28,252,5,14,9,44,69,52,21,13,10,15,0.0,15.0
2023-06-29,223,8,8,6,41,64,53,21,5,5,12,0.0,14.0
2023-06-30,182,4,3,5,48,44,20,17,13,16,12,0.0,8.0
